Actividad;T_xacc_mean;T_yacc_mean;T_zacc_mean;T_xgyro_mean;T_ygyro_mean;T_zgyro_mean;T_xmag_mean;T_ymag_mean;T_zmag_mean;RA_xacc_mean;RA_yacc_mean;RA_zacc_mean;RA_xgyro_mean;RA_ygyro_mean;RA_zgyro_mean;RA_xmag_mean;RA_ymag_mean;RA_zmag_mean;LA_xacc_mean;LA_yacc_mean;LA_zacc_mean;LA_xgyro_mean;LA_ygyro_mean;LA_zgyro_mean;LA_xmag_mean;LA_ymag_mean;LA_zmag_mean;RL_xacc_mean;RL_yacc_mean;RL_zacc_mean;RL_xgyro_mean;RL_ygyro_mean;RL_zgyro_mean;RL_xmag_mean;RL_ymag_mean;RL_zmag_mean;LL_xacc_mean;LL_yacc_mean;LL_zacc_mean;LL_xgyro_mean;LL_ygyro_mean;LL_zgyro_mean;LL_xmag_mean;LL_ymag_mean;LL_zmag_mean;T_xacc_median;T_yacc_median;T_zacc_median;T_xgyro_median;T_ygyro_median;T_zgyro_median;T_xmag_median;T_ymag_median;T_zmag_median;RA_xacc_median;RA_yacc_median;RA_zacc_median;RA_xgyro_median;RA_ygyro_median;RA_zgyro_median;RA_xmag_median;RA_ymag_median;RA_zmag_median;LA_xacc_median;LA_yacc_median;LA_zacc_median;LA_xgyro_median;LA_ygyro_median;LA_zgyro_median;LA_xmag_median;LA_ymag_median;LA_zmag_median;RL_xacc_median;RL_yacc_median;RL_zacc_median;RL_xgyro_median;RL_ygyro_median;RL_zgyro_median;RL_xmag_median;RL_ymag_median;RL_zmag_median;LL_xacc_median;LL_yacc_median;LL_zacc_median;LL_xgyro_median;LL_ygyro_median;LL_zgyro_median;LL_xmag_median;LL_ymag_median;LL_zmag_median;T_xacc_range;T_yacc_range;T_zacc_range;T_xgyro_range;T_ygyro_range;T_zgyro_range;T_xmag_range;T_ymag_range;T_zmag_range;RA_xacc_range;RA_yacc_range;RA_zacc_range;RA_xgyro_range;RA_ygyro_range;RA_zgyro_range;RA_xmag_range;RA_ymag_range;RA_zmag_range;LA_xacc_range;LA_yacc_range;LA_zacc_range;LA_xgyro_range;LA_ygyro_range;LA_zgyro_range;LA_xmag_range;LA_ymag_range;LA_zmag_range;RL_xacc_range;RL_yacc_range;RL_zacc_range;RL_xgyro_range;RL_ygyro_range;RL_zgyro_range;RL_xmag_range;RL_ymag_range;RL_zmag_range;LL_xacc_range;LL_yacc_range;LL_zacc_range;LL_xgyro_range;LL_ygyro_range;LL_zgyro_range;LL_xmag_range;LL_ymag_range;LL_zmag_range;T_xacc_iqr;T_yacc_iqr;T_zacc_iqr;T_xgyro_iqr;T_ygyro_iqr;T_zgyro_iqr;T_xmag_iqr;T_ymag_iqr;T_zmag_iqr;RA_xacc_iqr;RA_yacc_iqr;RA_zacc_iqr;RA_xgyro_iqr;RA_ygyro_iqr;RA_zgyro_iqr;RA_xmag_iqr;RA_ymag_iqr;RA_zmag_iqr;LA_xacc_iqr;LA_yacc_iqr;LA_zacc_iqr;LA_xgyro_iqr;LA_ygyro_iqr;LA_zgyro_iqr;LA_xmag_iqr;LA_ymag_iqr;LA_zmag_iqr;RL_xacc_iqr;RL_yacc_iqr;RL_zacc_iqr;RL_xgyro_iqr;RL_ygyro_iqr;RL_zgyro_iqr;RL_xmag_iqr;RL_ymag_iqr;RL_zmag_iqr;LL_xacc_iqr;LL_yacc_iqr;LL_zacc_iqr;LL_xgyro_iqr;LL_ygyro_iqr;LL_zgyro_iqr;LL_xmag_iqr;LL_ymag_iqr;LL_zmag_iqr;T_xacc_std;T_yacc_std;T_zacc_std;T_xgyro_std;T_ygyro_std;T_zgyro_std;T_xmag_std;T_ymag_std;T_zmag_std;RA_xacc_std;RA_yacc_std;RA_zacc_std;RA_xgyro_std;RA_ygyro_std;RA_zgyro_std;RA_xmag_std;RA_ymag_std;RA_zmag_std;LA_xacc_std;LA_yacc_std;LA_zacc_std;LA_xgyro_std;LA_ygyro_std;LA_zgyro_std;LA_xmag_std;LA_ymag_std;LA_zmag_std;RL_xacc_std;RL_yacc_std;RL_zacc_std;RL_xgyro_std;RL_ygyro_std;RL_zgyro_std;RL_xmag_std;RL_ymag_std;RL_zmag_std;LL_xacc_std;LL_yacc_std;LL_zacc_std;LL_xgyro_std;LL_ygyro_std;LL_zgyro_std;LL_xmag_std;LL_ymag_std;LL_zmag_std
1x2;0,115183732;0,344562365;0,172167236;1;1;0,599510179;0,462249946;0,141482121;0,400814169;0,00077753;0,003275897;0,092891941;0,207578442;0,528612125;0,247995815;0,006322948;0,0356919;0,207578442;0,00077753;0,00077753;0,00077753;0,247995815;0,528612125;0,752713806;0,141482121;0,833634883;0,115183732;0,00077753;0,00077753;1;0,674424072;0,91635914;0,528612125;0,045999367;0,027423154;0,207578442;0,00077753;0,00077753;0,674424072;0,400814169;0,752713806;0,528612125;0,027423154;0,020862582;0,207578442;0,115183732;0,344562365;0,172167236;0,833634883;0,528612125;0,91635914;0,462249946;0,141482121;0,400814169;0,00077753;0,003275897;0,092891941;0,674424072;1;0,462249946;0,006322948;0,0356919;0,207578442;0,00077753;0,00077753;0,00077753;0,833634883;1;0,400814169;0,141482121;0,833634883;0,115183732;0,00077753;0,00077753;1;0,462249946;0,528612125;0,91635914;0,045999367;0,027423154;0,207578442;0,00077753;0,00077753;0,674424072;0,599510179;0,400814169;0,833634883;0,027423154;0,020862582;0,207578442;1;0,207578442;0,674424072;0,400814169;0,833634883;0,293621544;0,115183732;0,172167236;1;0,293621544;0,058707408;0,599510179;0,293621544;0,247995815;0,141482121;0,293621544;0,141482121;0,833634883;0,674424072;0,833634883;0,833634883;0,599510179;0,833634883;0,674424072;0,528612125;0,528612125;0,528612125;0,115183732;0,001131326;0,115183732;0,006322948;0,092891941;0,020862582;0,058707408;0,027423154;0,0356919;0,115183732;0,00077753;0,058707408;0,058707408;0,092891941;0,011718686;0,020862582;0,020862582;0,0356919;0,528612125;0,207578442;0,528612125;0,247995815;0,752713806;0,074203411;0,344562365;0,247995815;0,528612125;0,400814169;0,011718686;0,207578442;0,020862582;0,058707408;0,074203411;0,247995815;0,074203411;0,674424072;0,752713806;1;0,91635914;0,0356919;0,115183732;0,020862582;0,91635914;0,599510179;0,752713806;0,074203411;0,00077753;0,01571435;0,011718686;0,045999367;0,004574439;0,01571435;0,011718686;0,045999367;0,074203411;0,00077753;0,01571435;0,027423154;0,027423154;0,006322948;0,01571435;0,020862582;0,027423154;0,833634883;0,172167236;0,462249946;0,293621544;1;0,247995815;0,115183732;0,207578442;0,674424072;0,247995815;0,01571435;0,599510179;0,141482121;0,115183732;0,074203411;0,207578442;0,074203411;0,833634883;0,674424072;1;0,91635914;0,141482121;0,674424072;0,674424072;0,752713806;0,528612125;0,599510179;0,045999367;0,00077753;0,058707408;0,006322948;0,074203411;0,011718686;0,0356919;0,020862582;0,045999367;0,092891941;0,00077753;0,058707408;0,058707408;0,0356919;0,008651542;0,027423154;0,01571435;0,0356919
1x3;0,00077753;0,400814169;0,00077753;1;0,462249946;0,599510179;0,00077753;0,0356919;0,003275897;0,045999367;0,008651542;0,074203411;0,207578442;0,344562365;0,752713806;0,91635914;0,01571435;0,006322948;0,002322095;0,247995815;1;0,247995815;0,207578442;0,344562365;0,074203411;0,141482121;0,599510179;0,00077753;0,141482121;0,247995815;0,833634883;0,674424072;0,674424072;0,141482121;0,400814169;0,004574439;0,008651542;0,91635914;0,599510179;0,752713806;0,752713806;0,91635914;0,058707408;0,752713806;0,115183732;0,00077753;0,400814169;0,00077753;0,752713806;0,400814169;1;0,00077753;0,0356919;0,003275897;0,045999367;0,008651542;0,074203411;0,247995815;0,752713806;0,344562365;0,91635914;0,01571435;0,006322948;0,002322095;0,247995815;1;0,020862582;1;0,141482121;0,074203411;0,141482121;0,599510179;0,00077753;0,141482121;0,247995815;0,528612125;0,91635914;0,91635914;0,141482121;0,400814169;0,004574439;0,008651542;0,91635914;0,599510179;0,528612125;0,752713806;0,833634883;0,058707408;0,752713806;0,115183732;0,752713806;0,91635914;0,752713806;0,462249946;0,462249946;0,247995815;0,833634883;0,91635914;0,074203411;0,074203411;0,462249946;0,207578442;0,344562365;0,141482121;0,207578442;0,115183732;0,833634883;0,247995815;0,092891941;0,074203411;0,247995815;0,207578442;0,141482121;0,207578442;0,092891941;0,462249946;0,247995815;0,247995815;0,172167236;0,752713806;0,599510179;0,400814169;0,752713806;0,528612125;0,462249946;0,344562365;0,344562365;0,293621544;0,752713806;0,91635914;0,400814169;0,91635914;0,462249946;0,528612125;0,599510179;0,528612125;0,91635914;0,141482121;0,293621544;0,247995815;0,599510179;0,674424072;0,674424072;0,020862582;0,0356919;0,528612125;0,172167236;0,172167236;0,141482121;0,344562365;0,141482121;1;0,293621544;0,008651542;0,020862582;0,141482121;0,141482121;0,0356919;0,141482121;0,058707408;0,207578442;0,141482121;0,207578442;0,020862582;0,400814169;0,400814169;0,91635914;0,528612125;0,400814169;0,528612125;0,344562365;0,115183732;0,115183732;0,833634883;0,91635914;0,207578442;0,462249946;0,462249946;0,344562365;0,462249946;0,344562365;0,833634883;0,528612125;0,400814169;0,400814169;0,247995815;0,833634883;0,833634883;0,058707408;0,058707408;0,674424072;0,207578442;0,293621544;0,141482121;0,207578442;0,207578442;1;0,247995815;0,027423154;0,092891941;0,141482121;0,092891941;0,115183732;0,172167236;0,115183732;0,400814169;0,247995815;0,141482121;0,115183732;0,674424072;0,752713806;0,400814169;0,833634883;0,528612125;0,528612125;0,528612125;0,141482121;0,207578442;0,91635914;0,833634883;0,293621544;0,833634883;0,462249946;0,462249946;0,344562365
1x4;0,00077753;0,00077753;0,293621544;0,752713806;0,207578442;0,674424072;0,004574439;0,00077753;0,400814169;0,344562365;0,020862582;0,344562365;0,599510179;0,674424072;0,074203411;0,172167236;0,020862582;0,115183732;0,002322095;0,01571435;0,00077753;0,006322948;0,599510179;0,528612125;0,074203411;0,400814169;0,00077753;0,00077753;0,00077753;0,00077753;0,207578442;0,833634883;0,207578442;0,141482121;0,01571435;0,001131326;0,011718686;0,00077753;0,00077753;0,293621544;0,752713806;0,462249946;0,293621544;0,0356919;0,00077753;0,00077753;0,00077753;0,293621544;0,674424072;0,141482121;0,400814169;0,004574439;0,00077753;0,400814169;0,344562365;0,020862582;0,344562365;0,293621544;0,91635914;0,074203411;0,172167236;0,020862582;0,115183732;0,002322095;0,01571435;0,00077753;0,001629186;1;0,599510179;0,074203411;0,400814169;0,00077753;0,00077753;0,00077753;0,00077753;0,092891941;0,752713806;0,172167236;0,141482121;0,01571435;0,001131326;0,011718686;0,00077753;0,00077753;0,344562365;0,599510179;0,400814169;0,293621544;0,0356919;0,00077753;0,008651542;0,599510179;0,074203411;0,752713806;0,020862582;0,833634883;0,293621544;0,344562365;0,400814169;0,293621544;0,599510179;0,247995815;0,293621544;0,462249946;0,344562365;0,247995815;0,91635914;0,207578442;0,006322948;0,011718686;0,115183732;0,0356919;0,045999367;0,027423154;0,045999367;0,528612125;0,344562365;0,027423154;0,752713806;0,0356919;0,91635914;0,400814169;1;0,599510179;0,599510179;0,674424072;0,752713806;0,344562365;0,247995815;0,833634883;0,752713806;0,599510179;0,462249946;0,528612125;1;0,01571435;0,400814169;0,172167236;0,752713806;0,003275897;0,833634883;0,115183732;0,344562365;0,247995815;0,141482121;0,91635914;0,293621544;0,674424072;0,528612125;0,400814169;0,172167236;0,91635914;0,247995815;0,001629186;0,074203411;0,141482121;0,058707408;0,027423154;0,074203411;0,027423154;0,528612125;0,207578442;0,344562365;0,247995815;0,006322948;0,752713806;0,599510179;0,528612125;0,833634883;1;0,400814169;0,207578442;0,074203411;0,674424072;0,400814169;0,528612125;0,293621544;0,400814169;0,528612125;1;0,004574439;0,344562365;0,115183732;0,674424072;0,006322948;0,91635914;0,293621544;0,293621544;0,293621544;0,207578442;0,833634883;0,247995815;0,247995815;0,528612125;0,599510179;0,293621544;0,91635914;0,115183732;0,006322948;0,0356919;0,141482121;0,074203411;0,0356919;0,058707408;0,074203411;0,528612125;0,344562365;0,115183732;0,344562365;0,01571435;0,91635914;1;0,674424072;0,674424072;0,528612125;0,528612125;0,400814169;0,207578442;0,462249946;0,528612125;0,528612125;0,462249946;0,462249946;0,528612125;1
1x5;0,293621544;0,293621544;0,020862582;0,00077753;0,002322095;0,293621544;0,01571435;0,00077753;0,207578442;0,00077753;0,001629186;0,092891941;0,00077753;0,528612125;0,011718686;0,027423154;0,001629186;0,011718686;0,00077753;0,001131326;0,001131326;0,092891941;0,092891941;0,207578442;0,293621544;0,115183732;0,008651542;0,00077753;0,00077753;0,674424072;0,00077753;0,00077753;0,833634883;0,91635914;0,115183732;0,001131326;0,00077753;0,00077753;0,833634883;0,00077753;0,00077753;0,400814169;0,115183732;0,207578442;0,00077753;0,400814169;0,344562365;0,045999367;0,207578442;0,00077753;0,092891941;0,01571435;0,00077753;0,207578442;0,00077753;0,001629186;0,058707408;0,462249946;0,01571435;0,00077753;0,027423154;0,001629186;0,011718686;0,00077753;0,001131326;0,001131326;0,011718686;0,004574439;0,293621544;0,528612125;0,115183732;0,008651542;0,00077753;0,00077753;0,674424072;0,00077753;0,400814169;0,00077753;0,674424072;0,074203411;0,00077753;0,00077753;0,00077753;0,91635914;0,00077753;0,247995815;0,00077753;0,092891941;0,207578442;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753
1x6;0,752713806;0,599510179;0,344562365;0,001131326;0,344562365;0,027423154;0,092891941;0,207578442;0,115183732;0,00077753;0,002322095;0,141482121;0,001629186;0,011718686;0,172167236;0,004574439;0,001629186;0,074203411;0,00077753;0,001131326;0,001131326;0,008651542;0,004574439;0,141482121;0,293621544;0,00077753;0,247995815;0,00077753;0,00077753;0,91635914;0,001629186;0,462249946;0,833634883;0,115183732;0,00077753;0,599510179;0,00077753;0,00077753;1;0,092891941;0,011718686;0,400814169;0,092891941;0,00077753;0,833634883;0,293621544;0,462249946;0,400814169;0,91635914;0,344562365;0,172167236;0,141482121;0,058707408;0,092891941;0,00077753;0,001629186;0,141482121;0,462249946;0,092891941;0,400814169;0,002322095;0,001629186;0,058707408;0,00077753;0,00077753;0,001131326;0,528612125;0,008651542;0,462249946;0,172167236;0,00077753;0,247995815;0,00077753;0,00077753;0,91635914;0,04583953;0,092891941;0,0356919;0,074203411;0,00077753;0,528612125;0,00077753;0,00077753;0,91635914;1;0,599510179;0,00077753;0,092891941;0,00077753;1;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753
1x7;0,092891941;0,172167236;0,207578442;0,344562365;0,344562365;0,833634883;0,027423154;0,058707408;0,115183732;0,006322948;0,01571435;0,074203411;0,141482121;0,462249946;0,344562365;0,01571435;0,001629186;0,833634883;0,001131326;0,004574439;0,004574439;0,599510179;0,400814169;0,674424072;0,674424072;0,074203411;0,058707408;0,00077753;0,00077753;0,752713806;0,752713806;0,752713806;0,674424072;0,462249946;0,001629186;0,293621544;0,00077753;0,00077753;0,674424072;0,344562365;0,833634883;0,344562365;0,172167236;0,00077753;0,115183732;0,092891941;0,172167236;0,207578442;0,91635914;0,91635914;0,462249946;0,027423154;0,058707408;0,092891941;0,006322948;0,01571435;0,074203411;0,674424072;0,752713806;0,599510179;0,01571435;0,001629186;0,833634883;0,001131326;0,004574439;0,004574439;0,674424072;0,674424072;0,045999367;0,674424072;0,074203411;0,058707408;0,00077753;0,00077753;0,752713806;0,172167236;0,599510179;0,674424072;0,462249946;0,001629186;0,293621544;0,00077753;0,00077753;0,674424072;0,207578442;0,293621544;0,141482121;0,172167236;0,00077753;0,115183732;0,00077753;0,074203411;0,247995815;0,247995815;0,674424072;0,115183732;0,00077753;0,00077753;0,00077753;0,00077753;0,003275897;0,045999367;0,045999367;0,045999367;0,008651542;0,00077753;0,00077753;0,00077753;0,01571435;0,172167236;0,0356919;0,115183732;0,207578442;0,172167236;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,006322948;0,003275897;0,01571435;0,011718686;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,020862582;0,027423154;0,020862582;0,011718686;0,00077753;0,00077753;0,00077753;0,00077753;0,0356919;0,141482121;0,247995815;0,400814169;0,092891941;0,00077753;0,00077753;0,00077753;0,001131326;0,00077753;0,045999367;0,020862582;0,027423154;0,027423154;0,00077753;0,00077753;0,00077753;0,008651542;0,074203411;0,141482121;0,027423154;0,074203411;0,004574439;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,001629186;0,003275897;0,011718686;0,008651542;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,011718686;0,01571435;0,01571435;0,011718686;0,00077753;0,00077753;0,00077753;0,00077753;0,058707408;0,141482121;0,247995815;0,674424072;0,115183732;0,00077753;0,00077753;0,00077753;0,001131326;0,002322095;0,058707408;0,0356919;0,0356919;0,01571435;0,00077753;0,00077753;0,00077753;0,011718686;0,141482121;0,058707408;0,092891941;0,247995815;0,172167236;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,002322095;0,003275897;0,01571435;0,008651542;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,01571435;0,058707408;0,01571435;0,011718686;0,00077753;0,00077753;0,00077753
1x8;0,0356919;0,400814169;0,058707408;0,092891941;0,344562365;0,172167236;0,020862582;0,0356919;0,092891941;0,008651542;0,01571435;0,344562365;0,011718686;0,092891941;0,01571435;0,074203411;0,002322095;0,91635914;0,002322095;0,003275897;0,006322948;0,003275897;0,011718686;0,045999367;0,141482121;0,115183732;0,092891941;0,00077753;0,00077753;0,833634883;0,002322095;0,008651542;0,172167236;0,462249946;0,00077753;0,752713806;0,00077753;0,00077753;0,91635914;0,074203411;0,00077753;0,344562365;0,092891941;0,00077753;0,027423154;0,045999367;0,400814169;0,074203411;0,001629186;0,400814169;0,172167236;0,020862582;0,0356919;0,092891941;0,008651542;0,01571435;0,400814169;0,008651542;0,011718686;0,011718686;0,074203411;0,002322095;0,91635914;0,002322095;0,002322095;0,006322948;0,01571435;0,003275897;1;0,141482121;0,092891941;0,092891941;0,00077753;0,00077753;0,833634883;0,001131326;0,91635914;0,00077753;0,462249946;0,00077753;0,833634883;0,00077753;0,00077753;0,833634883;0,0356919;0,01571435;0,00077753;0,092891941;0,00077753;0,027423154;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753
1x9;0,293621544;0,400814169;0,344562365;0,247995815;0,0356919;0,674424072;0,91635914;0,01571435;1;0,001629186;0,01571435;0,115183732;0,833634883;1;0,092891941;0,001629186;0,006322948;0,462249946;0,001131326;0,008651542;0,004574439;0,833634883;0,400814169;0,058707408;0,01571435;0,400814169;0,115183732;0,00077753;0,00077753;1;0,001629186;0,00077753;0,207578442;0,001131326;0,00077753;0,058707408;0,00077753;0,00077753;0,91635914;0,00077753;0,00077753;1;0,001131326;0,00077753;0,020862582;0,752713806;0,400814169;0,400814169;0,011718686;0,00077753;0,752713806;0,91635914;0,01571435;1;0,003275897;0,011718686;0,141482121;0,400814169;1;0,115183732;0,001629186;0,006322948;0,528612125;0,001629186;0,008651542;0,006322948;0,400814169;0,400814169;0,528612125;0,01571435;0,400814169;0,115183732;0,00077753;0,00077753;0,752713806;0,011718686;0,092891941;0,00077753;0,00077753;0,001131326;0,0356919;0,00077753;0,00077753;0,752713806;0,00077753;0,400814169;0,00077753;0,00077753;0,00077753;0,020862582;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,004574439;0,00077753;0,001131326;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,001131326;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,001629186;0,00077753;0,001629186;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,001131326;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,003275897;0,00077753;0,001131326;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,001131326;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753;0,00077753
